601870006400040029900299  19940670000001150208000029 PR-05006000000576278.34170058.7911026826
602080047800000005100052  20013020000003240598000029 PR-05171000000569975.76163960.3211026826
602060114700020047100471  20021710000003480398000029 PR-05199000000574543.68167348.3511026826
6020500254000470037000000020191430000008650598000029 PR-05426000000575575.60163917.9411026826
6018800125001000282000000020131360000051390408000029 06163000000000574861.21170549.9011026826
6019600204000100089000000020192630000002110558000029 PR-05228000000575308.67167485.2311026826
6019400301001000217000000020172440000000350578000029 06067000000000572815.38166089.0211026826
6019301861000000139000000020171800000034920568000029 PR-05771000000568967.03168161.0111026826
601860015100030027500275  20022820000003860398000029 PR-05113000000578281.45168812.6811026826
601890065200010025200252  20022950000003220468000029 06042000000000573221.78171724.5511026826
601890065200010025200252  20022950000001220462210029 06042000000016573210.18171738.0011026826
601970036800100020800213  20000730000002200622210029 PR-05093000096576476.03166919.7111026826
601970036800100020800213  20000730000005010628000029 PR-05093000000576476.03166920.4811026826
6020600611000200452000000020192330000025040398000029 PR-05606000000574009.62165187.1011026826
6018401197000700159000000020193530000000970678000029 PR-06828100000576575.36170318.2311026826
6020500318001600208000000020162460000007280528000029 PR-05379000000576026.71164614.9811026826
6020500328000000208000000020162460000091100398000029 PR-05379000000575986.21164473.6211026826
6018401139000970102000000020162930000008570698000029 06451000100000575733.05170051.4011026826
6019200233000700062000000020162450000000370558000029 PR-05239100000571356.42169490.7711026826
6019200233000900062000000020162450000001710558000029 PR-05239100000571360.81169469.0011026826
602070076200000002700027  20023080000000070462210029 06013000000147572051.38165565.4111026826
602070076100000019400194  20023080000001000392210029 06013000000203571994.11165647.7711026826
602080032800010053500535  20023120000001610462210029 06048000000554570234.01164478.6811026826
601870050100020006900642  20081680000003190228000029 PR-05453000000575729.53168593.5911026826
601890025100060019500413  20081420000002040598000029 PR-05274100000574519.19170865.6111026826
601890025100080019500413  20081420000000490598000029 PR-05274100000574522.49170818.1911026826
6018600367000170036000000020190420000000120668000029 PR-05532100000577923.37169155.0211026826
601840042400010013900139  20090440000001540568000029 06263000000000575236.06171783.7811026826
601840042800010039200392  20090440000001980562200029 06263000000052575246.21171797.2611026826
601840088500010014100141  20081860000002390638000029 06249000000000576193.31170654.8511026826
601840043900060052200522  20000730000002840568000029 PR-05578000000575293.86171903.1011026826
601880055200040000100012  20081500000003210468000029 06101000000000573836.60169552.5011026826
601880070300040001500015  20081260000005840438000029 06106000000000572881.44169701.8911026826
6019301153000200461000000020191630000000430522210029 06253000000509572195.60167789.9511026826
602080093600040004400044  20083080000009600758000029 06101000000000571151.60164865.4811026826
602080103500110004400044  20083080000086850468000029 06101000000000571242.05164813.0911026826
602080093900030017100171  20083080000001360598000029 06101000100000570838.34164766.4911026826
602080094000010017100171  20083080000071050498000029 06101000000000570827.77164832.1011026826
602080094500010017100171  20083080000002040598000029 06101000000000570921.62164890.5411026826
601880025100050008300302  20080940000001520558000029 06107000100000573579.78170419.1611026826
6018600209000000058000000020132120000003700568000029 PR-05439000000578206.60168713.1811026826
602050062800000007100145  20010230000027800468000029 PR-05087000000575313.92163993.6811026826
602050062900000007100145  20010230000010820468000029 PR-05087000000575352.29164059.7011026826
6018600367000870036000000020190420000002800668000029 PR-05532100000577918.62169141.9211026826
6018600367001370036000000020190420000021350628000029 PR-05532100000577883.46169125.7511026826
601870006900020010600653  20090840000000150678000029 PR-05474100000576236.25169933.3311026826
6020900380000200071000000020162390000094230398000029 PR-05173000000573315.08162547.5711026826
6020900380000100071000000020162390000063730098000029 PR-05173000000573417.90162511.8211026826
601840116400140039800398  20083090000008210708000029 06256000100000576183.40170130.9611026826
6019000388000900296000000020170600000032660528000029 06074000100000572059.68170253.3011026826
6019400008000800012000000020193620000010970532200029 06083000000155572461.63166688.1011026826
6019400470000500012000000020193620000001200552210029 06083000000057572430.11166633.3011026826
6019400470000800012000000020193620000000490528000029 06083000000000572421.04166689.0411026826
6019400470000900012000000020193620000000190528000029 06083000000000572424.20166690.7811026826
6019400490000700235000000020193620000001600578000029 06083000000000572354.33166659.1511026826
6019300018000200127000000020132070000001790498000029 PR-05686100000568384.65169502.5411026826
6019300031000700127000000020132330000012780468000029 PR-05689100000568508.18169377.9911026826
601860062400020016500165  20010720000002130212210029 06030000000184577956.03169177.4211026826
6018400226001870137000000020183230000000470638000029 PR-06749000000576086.54171401.0611026826
6018900530000100157000000020183270000070550568000029 PR-05456000000574166.75171799.2611026826
6018900548000300157000000020183270000003870752210029 PR-05456000139574203.46171745.0711026826
601860019000010003800038  20010720000000700678000029 06030000000000578018.45169026.4311026826
601930148300010032800328  20091040000016880528000029 06129000000000570711.40168244.7511026826
601860017000010014000140  20010720000047250638000029 06030000000000578239.15169006.2311026826
601860016100010005300053  20010720000036630638000029 06030000000000578274.74168957.5511026826
601860037800080019100191  20010720000000430662210029 06030000000159577820.80169329.6711026826
6019500440001370036000000020170100000001050472200029 06089000100275574744.13167715.0611026826
601930057900000008800088  20010660000000950492210029 06056000000433569436.03167313.5911026826
601860046400130003400114  20090470000000360628000029 06095000000000577281.91169787.4111026826
601890045400000019100191  20083510000004880568000029 06082000000000574842.98171602.6011026826
601870008600100025100251  20073400000006890528000029 06124000000000576293.81169934.6511026826
6020500390000400229000000020192120000000680578000029 PR-05427100000575829.09165509.5611026826
602110041600040015300153  20010990000001810672210029 06018000000163575169.08161886.6411026826
602110000300020018300183  20010990000017210478000029 06018000000000575204.05162257.2611026826
602110003100030013700137  20010990000008030188000029 06018000000000575130.90161790.1811026826
602110091800000019000190  19992310000007400468000029 PR-05084000000575076.72162099.2811026826
6019300881000570044000000020163340000009810498000029 PR-05758000000570877.23168538.8111026826
6019700029000570021000000020163300000000900558000029 PR-05314100000575998.46167546.8011026826
6019000511001000128000000020150920000099280458000029 06069000000000572983.97170579.3111026826
6019000511001100128000000020150920000000680458000029 06069000100000573055.28170563.0711026826
601880078100150001500015  20083600000000690588000029 06113000100000572748.36169568.5011026826
602110055000020030700307  20083100000287540268000029 PR-05225000000576389.79162292.6211026826
601880078100070001500015  20083600000007200588000029 06113000100000572745.34169543.4711026826
601860092700260003400335  20090470000000270608000029 06095000000000577584.02169717.1011026826
6018900671000170051000000020163000000009660498000029 PR-05413000000573017.36171796.9111026826
6018900671000270051000000020163000000006180498000029 PR-05413000000573000.93171815.9011026826
6018700322000700328000000020163510000003530698000029 PR-05735000000575872.75169482.8411026826
602060051700120035800358  20080640000001970228000029 06080000000000574698.33164967.1511026826
602060048100070003700037  20080640000020180468000029 06080000000000574747.41164808.4511026826
602080119800030018900189  20082810000005830468000029 06100000100000571826.99163786.8311026826
602050020800010008900089  20082530000057580328000029 06048000000000575893.14163752.8411026826
602060049400010003700037  20080640000001340598000029 06080000000000574725.91164750.6711026826
602060026000040003000123  20080640000032480408000029 06080000000000574624.22164697.2211026826
602060051800080007300136  20080640000003880468000029 06080000000000574708.06165058.0311026826
6018400246000770155000000020192960000000690632210029 PR-06816000613575963.77171671.5811026826
602050023500030002500025  20082530000006530498000029 06048000000000575937.20163901.4111026826
601840031500000094800948  20082350000003360672210029 PR-06093100619575801.43171718.9411026826
601930116800080051500739  20081980000000920468000029 PR-05522100000572177.28167585.1311026826
6018400233000470156000000020193010000000410638000029 PR-06817100000576137.02171593.1611026826
6020800871000000009000000020192730000040430638000029 PR-05679000000570859.20163931.4511026826
6018700575000400069000000020150900000000060468000029 PR-05686100000575288.03168613.4711026826
6018700579000200069000000020150900000000090698000029 PR-05686100000575285.08168617.0811026826
